 FLOW_OUT_1
observed          L95PPU         U95PPU         Best_Sim       M95PPU
0.000000        0.000022        0.014117        0.000000        0.001901       
0.000000        0.000016        0.010332        0.000000        0.001389       
0.000000        0.000115        0.064365        0.000000        0.010141       

p-factor= 0.51
r-factor= 0.58
R2= 0.15
Nash_Sutclif= -0.15


 FLOW_OUT_3
observed          L95PPU         U95PPU         Best_Sim       M95PPU
46.270000       0.430943        156.240768      6.627000        40.482246      
59.360001       41.235550       345.662354      66.620003       175.613739     
143.550003      70.278450       600.941650      105.900002      277.426270     
233.869995      58.094921       547.577820      57.040001       177.206253     
91.639999       12.225420       121.460281      23.809999       35.506248      
6.960000        0.176422        8.717398        9.362000        1.926837       
0.970000        0.006733        3.757200        4.040000        0.573200       
0.480000        0.001123        0.626634        0.673800        0.092699       
0.850000        0.000558        0.311178        0.048000        0.047823       
10.820000       0.055543        36.158401       1.667000        5.604181       
28.090000       0.283500        158.193008      2.246000        32.486626      
40.009998       3.796540        80.486458       8.776000        24.154751      
48.169998       0.285237        56.023346       2.567000        13.710500      
56.700001       70.222633       601.934692      92.949997       234.507492     
213.419998      46.221035       777.648376      67.440002       265.852509     
329.299988      78.114555       499.032532      83.580002       192.982498     
72.669998       34.816174       178.087112      51.299999       72.916245      
10.330000       9.191154        44.739834       27.980000       21.653625      
2.970000        0.023533        13.131598       14.120000       2.425412       
0.720000        0.013495        7.530210        8.097000        1.445125       
3.100000        0.009763        5.447940        5.858000        1.391350       
22.889999       0.293333        163.680008      6.741000        26.607121      
36.410000       14.801901       214.953400      28.110001       85.845001      
72.680000       5.138796        347.012115      9.614000        83.290749      
66.180000       39.247799       144.509140      59.990002       107.588745     
97.110001       128.690994      626.526062      177.899994      360.274994     
150.589996      142.601501      549.879028      174.800003      322.137512     
458.170013      103.561798      642.636902      108.500000      227.825012     
423.709991      62.247749       413.863007      99.629997       146.075012     
241.699997      0.406450        75.599686       68.820000       35.381500      
43.450001       0.117750        43.802994       47.099998       12.191250      
15.970000       0.085275        31.722300       34.110001       9.169588       
23.639999       0.051200        23.807997       25.600000       6.844977       
40.430000       0.061000        22.692003       20.360001       9.173850       
57.029999       6.926052        309.478210      27.660000       83.850494      
72.389999       21.271675       185.133072      33.389999       59.570000      
61.619999       24.933800       171.786804      37.820000       91.244995      
77.900002       56.694199       324.800598      83.360001       168.980011     
173.649994      46.049324       557.778870      54.009998       183.068756     
415.100006      46.281158       445.859467      45.419998       128.062500     
277.350006      48.134819       440.131287      57.529999       131.167511     
73.370003       2.498000        52.078007       36.779999       22.023876      
10.470000       0.078967        22.031696       23.690001       6.054250       
13.220000       0.039400        14.656801       15.760000       4.263750       
10.850000       0.023140        10.875799       11.340000       3.461275       
23.260000       0.082875        30.829504       10.180000       8.171750       
129.690002      2.410510        914.407227      13.290000       199.864380     
138.770004      34.954037       302.955322      46.790001       112.482498     
201.979996      127.321335      466.852051      130.100006      242.937500     
155.270004      134.040329      312.052979      137.199997      193.112488     
448.420013      105.988754      547.014954      128.199997      221.274994     
459.179993      150.534790      537.881897      173.399994      255.487503     
226.210007      115.712334      397.140961      164.500000      193.025009     
59.330002       4.241485        90.911194       97.470001       44.050377      
16.129999       0.169600        63.091198       67.839996       20.895000      
4.810000        0.096260        44.760899       48.130001       14.810459      
16.580000       0.077700        36.518997       37.330002       13.110091      
62.240002       0.118900        44.230804       30.139999       18.303795      
256.359985      75.882103       1330.246094     122.300003      437.646240     
122.720001      71.291100       108.593414      80.550003       95.849998      
115.000000      65.022400       153.563171      79.620003       109.292496     
146.210007      65.863762       318.168396      67.330002       123.667503     
225.839996      8.012005        102.917938      35.119999       35.562374      
340.769989      72.993950       731.129395      88.120003       239.692505     
326.320007      132.763763      564.514893      156.399994      245.374985     
197.050003      82.599968       302.210724      128.300003      143.401245     
31.150000       0.212725        79.133698       85.089996       29.943748      
11.440000       0.152550        56.748604       61.020000       19.963751      
19.100000       0.156167        44.038998       46.849998       16.742905      
44.599998       0.085640        39.822601       36.910000       14.946500      
50.490002       1.294340        66.996857       28.799999       24.583248      
55.730000       2.154940        34.664257       22.650000       14.423750      
69.220001       1.643048        114.605064      17.100000       32.495651      
111.110001      9.090255        386.722443      27.040001       119.573624     
155.419998      29.343565       521.490234      47.070000       130.639999     
631.669983      165.878998      882.841003      173.399994      379.549988     
255.000000      22.714201       199.241196      65.910004       73.118744      
26.420000       0.216900        40.343407       43.380001       17.884251      
17.910000       0.096867        27.316401       29.059999       10.171950      
6.510000        0.044880        20.869198       19.180000       6.866250       
17.540001       0.054225        20.171703       14.430000       6.421875       
36.080002       0.150550        56.004601       12.860000       14.407750      
52.349998       0.214500        39.897003       10.940000       12.917763      
59.099998       0.190875        71.005493       8.504000        16.150200      
55.590000       0.223700        83.216393       6.205000        19.597876      
60.889999       6.402245        219.382568      19.690001       95.086380      
88.389999       0.481500        179.117996      2.854000        42.551750      
219.330002      2.091596        443.580139      6.267000        112.737320     
134.919998      0.538667        300.576050      0.000000        55.536125      
31.590000       0.023143        15.065999       0.000000        2.211725       
14.520000       0.197280        91.735191       0.000000        20.597961      
0.420000        0.000000        0.000000        0.000000        0.000000       
2.000000        0.000002        0.000978        0.000000        0.000131       
14.250000       0.088817        49.559696       0.000000        7.676375       
58.400002       0.784000        437.472046      0.000000        80.535370      
53.360001       0.322333        179.861984      0.000000        32.921124      
52.180000       0.521677        35.130928       1.522000        17.288950      
83.910004       110.906998      654.351013      166.000000      390.375000     
305.769989      236.681000      1065.399048     266.899994      529.587524     
497.130005      30.229500       300.873962      72.519997       98.722504      
184.199997      15.725300       218.031586      56.119999       64.379997      
30.969999       0.162609        32.936501       35.410000       8.670134       
4.650000        0.038550        21.510899       23.129999       4.147637       
5.040000        0.029960        13.931400       14.980000       3.848637       
5.600000        0.018950        10.574100       11.370000       2.461688       
20.709999       0.024562        9.235499        9.825000        2.955441       
38.689999       0.166040        77.208611       8.548000        14.108500      
40.400002       0.073500        20.506498       6.893000        6.185750       
48.580002       0.658800        306.341980      6.957000        73.774628      
56.580002       0.295333        164.795990      4.650000        33.125874      
57.889999       1.462178        118.008766      3.792000        28.658125      
60.840000       1.880672        195.216492      3.131000        42.547001      
13.460000       0.046686        30.392397       0.000000        4.085000       
1.590000        0.000000        0.000000        0.000000        0.000000       
2.690000        0.033529        21.827099       0.000000        3.070750       
4.980000        0.077271        50.303703       0.000000        6.986125       
2.630000        0.000000        0.000000        0.000000        0.000000       
6.330000        0.060000        39.060001       0.000000        5.250912       
19.650000       0.551000        307.458008      0.000000        59.225250      
26.809999       2.173650        113.848892      6.183000        38.852875      
29.209999       2.414180        132.568222      4.927000        39.115372      
32.029999       42.114700       261.507111      64.739998       162.071259     
111.699997      40.176147       869.787659      57.520000       284.275024     
127.099998      19.782320       271.418793      25.139999       77.483749      
23.690001       0.075375        28.039495       9.409000        6.998917       
2.260000        0.003607        2.012520        2.164000        0.518240       
0.550000        0.000000        0.000000        0.000000        0.000000       
0.270000        0.000000        0.000000        0.000000        0.000000       
0.220000        0.043486        28.309202       0.000000        3.811465       
0.770000        0.086514        56.320801       0.071900        7.917725       
10.320000       0.336167        187.580994      1.247000        29.634438      
25.840000       0.690604        318.711334      2.753000        63.227905      
30.219999       1.646360        42.042953       5.260000        15.926000      
39.669998       10.848750       198.280853      27.309999       118.953751     
70.370003       0.304833        170.096985      0.111000        27.980650      
47.970001       0.193000        107.694008      0.000000        19.415545      
13.910000       0.108357        70.540497       0.000000        10.417712      
0.350000        0.001733        1.128090        0.000000        0.151625       
0.250000        0.052429        34.130997       0.000000        4.587500       
0.200000        0.000000        0.000000        0.000000        0.000000       
0.190000        0.000163        0.106206        0.000000        0.014275       

p-factor= 0.79
r-factor= 1.52
R2= 0.45
Nash_Sutclif= 0.20


 FLOW_OUT_7
observed          L95PPU         U95PPU         Best_Sim       M95PPU
2.080000        0.310400        144.335983      2.603000        30.737749      
12.510000       3.860050        40.204651       8.903000        17.856001      
22.180000       0.223815        23.675297       2.548000        8.582006       
44.610001       71.072647       534.062866      93.089996       223.145004     
35.090000       45.171764       629.462891      65.449997       231.218735     
53.520000       68.049477       379.494781      73.739998       153.671265     
85.519997       32.456665       131.609985      46.020000       60.292503      
373.470001      9.689771        45.537220       25.500000       21.670750      
306.000000      0.022050        12.303900       13.230000       2.381075       
113.190002      0.013068        7.292130        7.841000        1.460591       
23.120001       0.011436        5.317740        5.718000        1.392425       
5.820000        0.266833        148.893005      6.190000        24.412125      
20.209999       14.954600       213.755630      27.440001       85.379997      
28.910000       4.834444        216.624496      8.579000        52.827126      
37.340000       30.120998       83.414322       43.959999       66.777496      
50.110001       119.232994      513.838013      159.100006      298.037506     
54.509998       137.886505      523.889038      172.100006      316.174988     
60.209999       98.464417       550.595337      104.400002      204.223755     
125.029999      60.906277       363.744293      98.320000       136.854996     
192.000000      0.372437        67.661957       69.260002       33.676579      
157.570007      0.120600        44.863209       48.240002       12.896250      
52.119999       0.087900        32.698799       35.160000       9.739662       
7.700000        0.052860        24.579897       26.430000       7.204206       
10.060000       0.062750        23.343000       20.860001       9.485462       
8.250000        7.073536        304.746246      27.790001       83.331505      
14.400000       21.665401       141.064392      33.279999       51.727501      
66.620003       25.500599       141.475830      37.549999       84.110001      
88.949997       56.472301       286.683899      83.500000       159.346252     
138.669998      46.467403       432.164612      54.250000       154.751251     
122.690002      46.811443       386.199554      46.080002       117.456245     
285.640015      48.386200       366.782959      58.459999       117.587502     
254.139999      1.949565        35.724091       38.279999       17.661625      
151.619995      0.084100        23.463902       25.230000       6.765001       
48.040001       0.042925        15.968101       17.170000       4.831750       
14.620000       0.025380        11.928600       12.500000       3.896688       
5.410000        0.045500        16.925999       10.840000       6.371125       
12.660000       1.959747        713.339905      13.090000       156.153320     
37.650002       32.020199       248.915817      43.380001       98.339996      
109.150002      109.361336      376.611969      115.800003      210.100006     
67.889999       119.864334      276.748962      125.000000      172.687500     
77.660004       98.461975       451.644714      118.500000      191.651245     
112.949997      145.367737      504.402954      162.100006      245.350006     
146.029999      112.030663      370.755920      156.899994      186.350006     
244.229996      4.675740        86.767647       92.980003       43.322750      
272.320007      0.163475        60.812706       65.389999       20.375000      
184.839996      0.093620        43.533302       46.810001       14.356625      
25.330000       0.074240        34.892799       36.299999       12.597500      
14.940000       0.109900        40.882801       29.030001       17.224499      
13.710000       75.464638       1147.052734     120.699997      395.588745     
34.990002       71.272003       105.868011      79.260002       94.315002      
42.610001       65.013496       126.055511      78.919998       103.553749     
46.639999       66.056702       301.165466      67.040001       120.467499     
51.619999       8.422215        88.936989       35.509998       33.706001      
75.379997       73.460228       648.593628      88.680000       224.586243     
105.970001      133.201248      541.764893      157.500000      243.025009     
353.000000      83.679031       303.030304      129.699997      144.526245     
175.979996      0.216525        80.547302       86.610001       30.671251      
27.830000       0.156425        58.190098       62.570000       20.681250      
24.930000       0.119900        45.082401       47.959999       16.701145      
3.530000        0.086180        40.073692       37.590000       15.358625      
8.890000        1.663177        67.320290       29.209999       24.859125      
30.360001       2.381213        34.410522       22.860001       14.474000      
37.720001       1.537135        92.675552       17.240000       29.452063      
40.000000       9.163035        373.619507      27.350000       117.992874     
43.650002       29.703350       427.039276      47.490002       115.187500     
42.340000       166.159988      794.439880      174.000000      364.012512     
52.340000       23.033150       164.215897      67.099998       67.899994      
139.320007      0.257337        41.833679       44.980000       18.814575      
74.980003       0.109547        28.839642       30.680000       10.984176      
18.090000       0.047840        22.245602       20.700001       7.426250       
8.580000        0.045620        21.213301       15.570000       6.627300       
0.320000        0.122200        45.458401       13.490000       13.279751      
2.390000        0.111400        20.943205       11.240000       10.229537      
8.920000        0.160425        59.678097       8.745000        14.738375      
34.740002       0.220100        81.877197       6.373000        19.519875      
33.070000       4.529100        143.112610      14.310000       57.911251      
34.290001       0.807500        150.195007      3.191000        37.730125      
55.840000       2.271227        433.457642      6.596000        111.925629     
198.839996      0.402500        224.594971      0.000000        41.779251      
308.329987      0.010868        6.064530        0.000000        0.967150       
125.529999      0.074460        34.623901       0.000000        7.369102       
38.580002       0.000000        0.000000        0.000000        0.000000       
5.960000        0.000547        0.356376        0.000000        0.047900       
4.310000        0.089350        49.857300       0.000000        7.841415       
5.180000        0.649333        362.327942      0.000000        69.105499      
15.410000       0.296667        165.540009      0.000000        31.004875      
23.180000       0.575328        28.798864       1.636000        16.137924      
25.400000       108.413002      473.626373      163.600006      335.775024     
30.809999       231.865997      973.013855      258.799988      494.549988     
32.810001       25.361277       237.304291      69.529999       84.296249      
35.470001       15.882950       187.637436      55.169998       59.498753      
33.680000       0.276177        33.435181       35.939999       9.169762       
10.440000       0.040067        22.357199       24.040001       4.421646       
0.750000        0.032080        14.917201       16.040001       3.415973       
3.830000        0.024300        11.299500       12.150000       2.778250       
2.030000        0.020420        9.597400        10.210000       2.950988       
1.580000        0.148780        69.182693       8.674000        12.993625      
4.550000        0.065267        18.209400       6.901000        5.799500       
9.700000        0.664250        247.101044      6.911000        63.860126      
14.480000       0.275500        153.729004      4.867000        31.771000      
16.940001       1.637006        112.999771      4.281000        28.260624      
23.990000       2.452030        172.753952      3.604000        39.886627      
69.919998       0.043914        28.588198       0.000000        3.851357       
63.209999       0.000000        0.000000        0.000000        0.000000       
15.770000       0.034114        22.208403       0.000000        3.158250       
3.850000        0.077557        50.489704       0.000000        7.073750       
1.260000        0.000000        0.000108        0.000000        0.000015       
0.340000        0.055243        35.963100       0.000000        4.841337       
0.400000        0.581800        270.536987      0.000000        53.716625      
0.620000        2.282580        113.019897      6.315000        38.811123      
7.900000        2.489313        109.050400      5.100000        35.863251      
0.980000        42.291599       249.438828      65.050003       158.911255     
3.270000        39.987736       709.337585      55.340000       237.677505     
2.240000        20.568800       238.092010      26.049999       73.341248      
0.330000        0.040007        11.853912       10.650000       4.907019       
0.130000        0.005828        3.252210        3.497000        0.513125       
0.000000        0.000115        0.074753        0.080400        0.010048       
0.000000        0.000000        0.000000        0.000000        0.000000       
0.000000        0.040943        26.653797       0.000000        3.612988       
0.290000        0.081814        53.261105       0.419900        7.628700       
0.430000        0.255333        142.476013      1.571000        22.590605      

p-factor= 0.59
r-factor= 2.01
R2= 0.06
Nash_Sutclif= -0.12


 NO3_OUT_7
observed          L95PPU         U95PPU         Best_Sim       M95PPU
17000.000000    2691.248291     136509.562500   6339.000000     30073.875000   
510000.000000   29840.367188    544242.312500   42470.000000    205172.500000  
56000.000000    852.929810      473184.312500   623.200012      75578.593750   
61000.000000    515.666626      287742.000000   0.000000        49094.898438   
1100.000000     443.000000      288393.000000   0.000000        40367.125000   
14.000000       57.200001       37237.199219    0.000000        5005.000000    
0.230000        230.571426      150102.000000   0.000000        20175.000000   
5.800000        0.000000        0.000000        0.000000        0.000000       
6.400000        0.000000        0.000000        0.000000        0.000000       
3.200000        167.571426      109089.000000   0.000000        14664.571289   
5800.000000     218.714279      142383.000000   0.000000        21089.375000   
7400.000000     263.166687      146847.000000   0.000000        23272.564453   

p-factor= 0.58
r-factor= 1.37
R2= 0.96
Nash_Sutclif= 0.02


