Stname     observed       L95PPU         U95PPU       Best_Sim
FLOW_OUT_7.txt  105.970001     0.057140       5.265961       3.070000       
FLOW_OUT_7.txt  353.000000     1.607850       20.940603      3.857000       
FLOW_OUT_7.txt  175.979996     0.062948       5.342037       3.249000       
FLOW_OUT_7.txt  27.830000      0.061744       5.369994       3.259000       
FLOW_OUT_7.txt  24.930000      0.059907       5.393237       3.265000       
FLOW_OUT_7.txt  3.530000       0.058251       5.415555       3.270000       
FLOW_OUT_7.txt  8.890000       0.056999       5.438837       3.275000       
FLOW_OUT_7.txt  30.360001      0.056772       5.464988       3.283000       
FLOW_OUT_7.txt  37.720001      0.057221       5.494922       3.295000       
FLOW_OUT_7.txt  40.000000      0.057044       5.524815       3.306000       
FLOW_OUT_7.txt  43.650002      0.056430       5.554678       3.317000       
FLOW_OUT_7.txt  42.340000      0.676431       6.591470       4.020000       
FLOW_OUT_7.txt  52.340000      0.058081       5.645434       3.352000       
FLOW_OUT_7.txt  139.320007     0.057697       5.666902       3.361000       
FLOW_OUT_7.txt  74.980003      0.058795       5.683796       3.371000       
FLOW_OUT_7.txt  18.090000      0.061141       5.697967       3.381000       
FLOW_OUT_7.txt  8.580000       0.063094       5.710243       3.390000       
FLOW_OUT_7.txt  0.320000       0.061653       5.718560       3.395000       
FLOW_OUT_7.txt  2.390000       0.060128       5.728739       3.400000       
FLOW_OUT_7.txt  8.920000       0.058811       5.742670       3.406000       
FLOW_OUT_7.txt  34.740002      0.062440       5.759729       3.419000       
FLOW_OUT_7.txt  33.070000      0.062381       5.778415       3.433000       
FLOW_OUT_7.txt  34.290001      0.061008       5.795147       3.445000       
FLOW_OUT_7.txt  55.840000      5.221025       15.490949      15.630000      
FLOW_OUT_7.txt  198.839996     1.316272       8.275305       4.831000       
FLOW_OUT_7.txt  308.329987     0.070853       6.373319       3.747000       
FLOW_OUT_7.txt  125.529999     0.071560       6.372429       3.760000       
FLOW_OUT_7.txt  38.580002      0.070994       6.364916       3.769000       
FLOW_OUT_7.txt  5.960000       0.069314       6.354527       3.774000       
FLOW_OUT_7.txt  4.310000       0.068105       6.342300       3.778000       
FLOW_OUT_7.txt  5.180000       0.066266       6.331899       3.782000       
FLOW_OUT_7.txt  15.410000      0.064866       6.324333       3.787000       
FLOW_OUT_7.txt  23.180000      0.064163       6.319613       3.795000       
FLOW_OUT_7.txt  25.400000      0.063158       6.316744       3.804000       
FLOW_OUT_7.txt  30.809999      0.064659       6.315907       3.815000       
FLOW_OUT_7.txt  32.810001      0.064617       6.313101       3.824000       
FLOW_OUT_7.txt  35.470001      0.063460       6.307418       3.832000       
FLOW_OUT_7.txt  33.680000      0.063601       6.299017       3.840000       
FLOW_OUT_7.txt  10.440000      0.063107       6.286836       3.846000       
FLOW_OUT_7.txt  0.750000       0.061843       6.268998       3.849000       
FLOW_OUT_7.txt  3.830000       0.060621       6.250228       3.851000       
FLOW_OUT_7.txt  2.030000       0.059736       6.231480       3.853000       
FLOW_OUT_7.txt  1.580000       0.058661       6.213653       3.855000       
FLOW_OUT_7.txt  4.550000       0.057717       6.198640       3.859000       
FLOW_OUT_7.txt  9.700000       0.059389       6.189404       3.868000       
FLOW_OUT_7.txt  14.480000      0.058937       6.180029       3.877000       
FLOW_OUT_7.txt  16.940001      0.059197       6.171635       3.886000       
FLOW_OUT_7.txt  23.990000      0.119932       6.166268       3.899000       
FLOW_OUT_7.txt  69.919998      0.127422       6.470474       4.019000       
FLOW_OUT_7.txt  63.209999      0.067980       6.168472       3.949000       
