Stname       L95PPU             U95PPU 
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-SW_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
H-GW_RCHG_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
S-SNOW_1.txt        0.000000           0.000000        
